filename;size;defect;xmin;xmax;ymin;ymax
light_08_mouse_bite_05_2_256;(600, 600, 3);mouse_bite;137;161;171;197
rotation_270_light_11_short_01_2_600;(601, 601, 3);short;486;520;463;504
rotation_270_light_11_short_01_2_600;(601, 601, 3);short;366;408;305;350
rotation_270_light_11_short_01_2_600;(601, 601, 3);short;290;325;229;275
l_light_09_missing_hole_05_2_600;(600, 600, 3);missing_hole;532;559;350;378
l_light_09_missing_hole_05_2_600;(600, 600, 3);missing_hole;254;277;234;256
l_light_04_mouse_bite_09_2_600;(600, 600, 3);mouse_bite;156;181;550;588
rotation_270_light_09_spur_04_1_600;(601, 601, 3);spur;367;402;336;354
rotation_270_light_09_spur_04_1_600;(601, 601, 3);spur;55;83;397;417
rotation_270_light_09_spur_04_1_600;(601, 601, 3);spur;181;224;246;273
light_07_mouse_bite_07_3_256;(600, 600, 3);mouse_bite;91;123;319;354
rotation_270_light_09_open_circuit_06_4_600;(601, 601, 3);open_circuit;385;402;66;82
rotation_270_light_10_spurious_copper_03_4_600;(601, 601, 3);spurious_copper;444;487;343;369
rotation_270_light_10_spurious_copper_03_4_600;(601, 601, 3);spurious_copper;133;158;84;142
light_06_spurious_copper_03_4_256;(600, 600, 3);spurious_copper;571;591;166;215
light_06_spurious_copper_03_4_256;(600, 600, 3);spurious_copper;118;132;14;46
light_06_spurious_copper_03_4_256;(600, 600, 3);spurious_copper;334;354;74;117
l_light_08_mouse_bite_01_3_600;(600, 600, 3);mouse_bite;45;67;150;175
l_light_08_mouse_bite_01_3_600;(600, 600, 3);mouse_bite;53;89;445;469
light_09_open_circuit_08_2_256;(600, 600, 3);open_circuit;70;89;523;538
light_09_open_circuit_08_2_256;(600, 600, 3);open_circuit;356;370;551;567
light_09_open_circuit_08_2_256;(600, 600, 3);open_circuit;89;106;258;275
light_09_open_circuit_08_2_256;(600, 600, 3);open_circuit;233;251;87;111
light_12_mouse_bite_01_2_256;(600, 600, 3);mouse_bite;249;268;77;104
light_12_mouse_bite_01_2_256;(600, 600, 3);mouse_bite;502;521;306;321
l_light_01_missing_hole_13_2_600;(600, 600, 3);missing_hole;448;483;1;30
rotation_270_light_08_spur_04_2_600;(601, 601, 3);spur;401;428;338;391
rotation_270_light_08_spur_04_2_600;(601, 601, 3);spur;140;161;383;434
rotation_90_light_08_mouse_bite_02_1_600;(600, 600, 3);mouse_bite;422;459;359;391
rotation_90_light_08_mouse_bite_02_1_600;(600, 600, 3);mouse_bite;576;597;212;245
light_04_missing_hole_19_3_256;(600, 600, 3);missing_hole;204;223;424;449
light_04_missing_hole_19_3_256;(600, 600, 3);missing_hole;297;316;470;495
light_04_missing_hole_19_3_256;(600, 600, 3);missing_hole;537;561;447;469
l_light_05_mouse_bite_10_2_600;(600, 600, 3);mouse_bite;507;538;390;410
light_07_open_circuit_05_4_256;(600, 600, 3);open_circuit;177;210;96;116
l_light_07_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;515;561;106;141
l_light_07_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;417;445;496;527
l_light_07_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;269;310;398;445
rotation_90_light_10_open_circuit_01_1_600;(600, 600, 3);open_circuit;233;259;89;118
rotation_90_light_04_spurious_copper_18_1_600;(600, 600, 3);spurious_copper;255;299;371;388
rotation_90_light_04_spurious_copper_18_1_600;(600, 600, 3);spurious_copper;336;388;335;350
rotation_90_light_04_spurious_copper_18_1_600;(600, 600, 3);spurious_copper;290;328;568;581
l_light_09_open_circuit_08_3_600;(600, 600, 3);open_circuit;70;89;123;138
l_light_09_open_circuit_08_3_600;(600, 600, 3);open_circuit;356;370;151;167
rotation_90_light_10_open_circuit_02_1_600;(600, 600, 3);open_circuit;284;311;431;471
rotation_90_light_10_open_circuit_02_1_600;(600, 600, 3);open_circuit;93;124;323;349
rotation_90_light_10_open_circuit_02_1_600;(600, 600, 3);open_circuit;267;291;100;130
rotation_90_light_10_open_circuit_02_1_600;(600, 600, 3);open_circuit;552;577;177;216
rotation_270_light_06_short_05_4_600;(601, 601, 3);short;505;534;174;201
rotation_270_light_06_short_05_4_600;(601, 601, 3);short;566;589;293;328
light_04_missing_hole_12_4_256;(600, 600, 3);missing_hole;351;377;105;134
rotation_90_light_09_spurious_copper_07_1_600;(600, 600, 3);spurious_copper;329;376;235;256
light_09_mouse_bite_04_1_256;(600, 600, 3);mouse_bite;523;541;333;362
light_09_mouse_bite_04_1_256;(600, 600, 3);mouse_bite;526;542;519;540
light_09_mouse_bite_04_1_256;(600, 600, 3);mouse_bite;300;322;194;222
rotation_270_light_11_short_10_1_600;(601, 601, 3);short;411;443;480;528
rotation_270_light_11_short_10_1_600;(601, 601, 3);short;266;302;434;509
rotation_270_light_11_short_10_1_600;(601, 601, 3);short;172;213;264;313
rotation_270_light_11_short_10_1_600;(601, 601, 3);short;83;122;378;411
rotation_90_light_05_spurious_copper_07_3_600;(600, 600, 3);spurious_copper;414;432;425;475
rotation_90_light_05_spurious_copper_07_3_600;(600, 600, 3);spurious_copper;407;476;321;343
rotation_90_light_05_spurious_copper_07_3_600;(600, 600, 3);spurious_copper;571;599;545;567
rotation_270_light_12_mouse_bite_04_5_600;(601, 601, 3);mouse_bite;512;532;50;80
rotation_270_light_12_mouse_bite_04_5_600;(601, 601, 3);mouse_bite;289;318;49;70
rotation_270_light_12_mouse_bite_04_5_600;(601, 601, 3);mouse_bite;200;228;495;512
rotation_270_light_12_mouse_bite_04_5_600;(601, 601, 3);mouse_bite;73;93;413;446
l_light_04_open_circuit_17_2_600;(600, 600, 3);open_circuit;199;223;130;152
l_light_04_open_circuit_17_2_600;(600, 600, 3);open_circuit;49;82;92;116
l_light_04_open_circuit_17_2_600;(600, 600, 3);open_circuit;98;117;330;353
rotation_90_light_05_missing_hole_08_2_600;(600, 600, 3);missing_hole;99;121;356;380
rotation_90_light_05_missing_hole_08_2_600;(600, 600, 3);missing_hole;280;303;437;465
rotation_90_light_05_missing_hole_08_2_600;(600, 600, 3);missing_hole;188;214;197;223
light_04_spurious_copper_02_4_256;(600, 600, 3);spurious_copper;13;57;301;314
light_04_spurious_copper_02_4_256;(600, 600, 3);spurious_copper;459;475;526;550
light_04_spurious_copper_02_4_256;(600, 600, 3);spurious_copper;154;167;564;595
rotation_90_light_09_spurious_copper_08_2_600;(600, 600, 3);spurious_copper;115;145;38;63
l_light_08_mouse_bite_08_1_600;(600, 600, 3);mouse_bite;287;309;419;447
light_05_missing_hole_04_2_256;(600, 600, 3);missing_hole;175;205;74;105
light_05_missing_hole_04_2_256;(600, 600, 3);missing_hole;423;452;422;448
rotation_90_light_06_mouse_bite_02_2_600;(600, 600, 3);mouse_bite;18;35;360;388
rotation_90_light_06_mouse_bite_02_2_600;(600, 600, 3);mouse_bite;321;344;35;50
rotation_270_light_11_short_01_5_600;(601, 601, 3);short;286;320;256;297
rotation_270_light_11_short_01_5_600;(601, 601, 3);short;27;71;567;599
rotation_270_light_11_short_01_5_600;(601, 601, 3);short;166;208;98;143
rotation_270_light_11_short_01_5_600;(601, 601, 3);short;90;125;22;68
l_light_08_open_circuit_01_3_600;(600, 600, 3);open_circuit;50;68;552;575
l_light_08_open_circuit_01_3_600;(600, 600, 3);open_circuit;177;196;463;480
l_light_04_spur_01_1_600;(600, 600, 3);spur;338;369;494;514
rotation_90_light_09_open_circuit_03_1_600;(600, 600, 3);open_circuit;375;405;337;356
l_light_06_spur_03_3_600;(600, 600, 3);spur;260;285;281;321
rotation_90_light_07_mouse_bite_08_2_600;(600, 600, 3);mouse_bite;282;312;6;55
l_light_05_short_03_3_600;(600, 600, 3);short;444;480;328;360
rotation_90_light_08_open_circuit_06_3_600;(600, 600, 3);open_circuit;305;317;359;379
rotation_270_light_08_mouse_bite_10_1_600;(601, 601, 3);mouse_bite;368;396;553;569
rotation_90_light_12_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;80;108;463;480
rotation_90_light_12_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;139;168;102;119
rotation_90_light_12_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;443;461;457;484
rotation_270_light_01_spurious_copper_01_3_600;(601, 601, 3);spurious_copper;106;136;379;423
rotation_270_light_11_open_circuit_10_1_600;(601, 601, 3);open_circuit;275;299;479;504
rotation_270_light_11_open_circuit_10_1_600;(601, 601, 3);open_circuit;83;106;415;439
rotation_270_light_07_spurious_copper_09_4_600;(601, 601, 3);spurious_copper;530;552;169;236
rotation_270_light_07_spurious_copper_09_4_600;(601, 601, 3);spurious_copper;528;587;1;19
light_11_missing_hole_05_1_256;(600, 600, 3);missing_hole;384;417;380;417
light_11_missing_hole_05_1_256;(600, 600, 3);missing_hole;510;540;433;468
l_light_12_missing_hole_01_2_600;(600, 600, 3);missing_hole;479;500;389;412
l_light_12_missing_hole_01_2_600;(600, 600, 3);missing_hole;317;336;102;126
l_light_12_missing_hole_01_2_600;(600, 600, 3);missing_hole;232;255;489;506
rotation_270_light_12_missing_hole_10_2_600;(601, 601, 3);missing_hole;489;512;549;573
rotation_270_light_06_mouse_bite_03_2_600;(601, 601, 3);mouse_bite;324;338;354;387
rotation_270_light_06_mouse_bite_03_2_600;(601, 601, 3);mouse_bite;536;575;87;105
l_light_12_spur_02_4_600;(600, 600, 3);spur;554;570;48;79
l_light_12_spur_02_4_600;(600, 600, 3);spur;493;509;368;404
l_light_12_spur_02_4_600;(600, 600, 3);spur;576;599;520;537
rotation_90_light_04_mouse_bite_20_4_600;(600, 600, 3);mouse_bite;458;491;380;403
rotation_90_light_04_spur_06_1_600;(600, 600, 3);spur;439;464;258;293
rotation_90_light_04_spur_06_1_600;(600, 600, 3);spur;368;397;101;122
l_light_12_missing_hole_03_3_600;(600, 600, 3);missing_hole;214;234;330;352
rotation_90_light_11_spurious_copper_01_5_600;(600, 600, 3);spurious_copper;87;129;291;310
rotation_90_light_11_spurious_copper_01_5_600;(600, 600, 3);spurious_copper;285;303;232;263
rotation_90_light_11_spurious_copper_01_5_600;(600, 600, 3);spurious_copper;434;465;272;287
rotation_90_light_11_spurious_copper_01_5_600;(600, 600, 3);spurious_copper;407;428;415;439
l_light_04_open_circuit_14_5_600;(600, 600, 3);open_circuit;402;426;290;313
l_light_04_open_circuit_14_5_600;(600, 600, 3);open_circuit;40;61;215;233
rotation_90_light_11_short_06_2_600;(600, 600, 3);short;120;154;178;205
rotation_90_light_11_short_06_2_600;(600, 600, 3);short;116;151;57;85
rotation_90_light_11_short_06_2_600;(600, 600, 3);short;461;495;204;234
rotation_90_light_11_short_06_2_600;(600, 600, 3);short;199;230;101;135
l_light_12_short_10_2_600;(600, 600, 3);short;501;525;31;55
l_light_09_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;523;541;333;362
l_light_09_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;526;542;519;540
l_light_09_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;300;322;194;222
rotation_270_light_08_short_10_1_600;(601, 601, 3);short;149;175;360;408
l_light_09_spur_01_2_600;(600, 600, 3);spur;510;550;15;35
rotation_270_light_08_spur_07_1_600;(601, 601, 3);spur;136;178;416;445
rotation_90_light_12_spur_10_4_600;(600, 600, 3);spur;75;109;7;24
rotation_90_light_12_spur_10_4_600;(600, 600, 3);spur;507;525;287;320
rotation_90_light_12_spur_10_4_600;(600, 600, 3);spur;450;473;149;196
light_12_missing_hole_03_5_256;(600, 600, 3);missing_hole;414;434;130;152
light_12_missing_hole_03_5_256;(600, 600, 3);missing_hole;189;214;574;599
light_12_missing_hole_03_5_256;(600, 600, 3);missing_hole;449;475;577;599
l_light_07_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;10;49;329;360
l_light_07_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;190;237;434;458
l_light_07_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;484;516;270;322
rotation_90_light_09_missing_hole_01_1_600;(600, 600, 3);missing_hole;491;520;51;80
l_light_04_mouse_bite_14_5_600;(600, 600, 3);mouse_bite;583;599;291;325
l_light_04_mouse_bite_14_5_600;(600, 600, 3);mouse_bite;482;512;505;530
rotation_90_light_01_missing_hole_04_1_600;(600, 600, 3);missing_hole;476;512;357;387
rotation_270_light_09_mouse_bite_02_1_600;(601, 601, 3);mouse_bite;180;200;554;585
rotation_270_light_04_spurious_copper_10_3_600;(601, 601, 3);spurious_copper;557;586;91;107
l_light_12_short_08_4_600;(600, 600, 3);short;420;441;69;105
l_light_12_short_08_4_600;(600, 600, 3);short;88;109;31;53
rotation_90_light_08_mouse_bite_10_1_600;(600, 600, 3);mouse_bite;203;231;32;48
light_12_spur_07_4_256;(600, 600, 3);spur;273;305;27;47
light_12_spur_07_4_256;(600, 600, 3);spur;189;221;223;240
light_12_spur_07_4_256;(600, 600, 3);spur;228;272;325;347
light_01_mouse_bite_07_3_256;(600, 600, 3);mouse_bite;273;294;55;90
rotation_90_light_08_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;63;85;17;66
light_04_short_10_2_256;(600, 600, 3);short;565;599;43;85
rotation_270_light_08_mouse_bite_09_4_600;(601, 601, 3);mouse_bite;478;504;286;310
rotation_270_light_08_mouse_bite_09_4_600;(601, 601, 3);mouse_bite;202;232;505;530
light_04_mouse_bite_08_1_256;(600, 600, 3);mouse_bite;174;194;552;575
rotation_90_light_04_open_circuit_14_4_600;(600, 600, 3);open_circuit;89;113;494;519
rotation_90_light_01_spur_14_1_600;(600, 600, 3);spur;307;329;178;202
rotation_90_light_01_spur_14_1_600;(600, 600, 3);spur;53;73;169;194
rotation_90_light_01_spur_14_1_600;(600, 600, 3);spur;173;196;303;326
l_light_07_short_01_4_600;(600, 600, 3);short;14;66;1;21
l_light_07_short_01_4_600;(600, 600, 3);short;186;226;253;296
l_light_07_short_01_4_600;(600, 600, 3);short;516;565;282;326
l_light_07_short_01_4_600;(600, 600, 3);short;534;578;176;215
rotation_270_light_09_spurious_copper_08_5_600;(601, 601, 3);spurious_copper;386;416;196;255
rotation_270_light_09_spurious_copper_08_5_600;(601, 601, 3);spurious_copper;185;241;485;514
rotation_270_light_09_spurious_copper_08_5_600;(601, 601, 3);spurious_copper;340;372;364;442
rotation_270_light_09_spurious_copper_08_5_600;(601, 601, 3);spurious_copper;254;284;196;221
l_light_05_spur_02_2_600;(600, 600, 3);spur;416;450;98;125
light_12_missing_hole_07_5_256;(600, 600, 3);missing_hole;413;435;49;73
light_12_missing_hole_07_5_256;(600, 600, 3);missing_hole;515;536;201;225
light_12_missing_hole_07_5_256;(600, 600, 3);missing_hole;350;373;288;308
light_12_missing_hole_07_5_256;(600, 600, 3);missing_hole;64;83;210;231
l_light_04_mouse_bite_01_1_600;(600, 600, 3);mouse_bite;401;442;459;490
light_11_short_10_3_256;(600, 600, 3);short;65;112;157;188
light_11_short_10_3_256;(600, 600, 3);short;19;93;298;333
rotation_270_light_05_spurious_copper_07_4_600;(601, 601, 3);spurious_copper;566;584;126;176
rotation_270_light_05_spurious_copper_07_4_600;(601, 601, 3);spurious_copper;522;591;258;280
rotation_270_light_05_spurious_copper_07_4_600;(601, 601, 3);spurious_copper;353;428;34;56
l_light_05_mouse_bite_03_4_600;(600, 600, 3);mouse_bite;338;359;12;48
l_light_01_spurious_copper_13_1_600;(600, 600, 3);spurious_copper;247;285;362;389
l_light_01_spurious_copper_13_1_600;(600, 600, 3);spurious_copper;9;77;171;191
light_12_open_circuit_06_3_256;(600, 600, 3);open_circuit;163;176;147;172
light_12_open_circuit_06_3_256;(600, 600, 3);open_circuit;479;497;271;291
light_12_open_circuit_06_3_256;(600, 600, 3);open_circuit;507;524;432;452
light_06_spur_01_3_256;(600, 600, 3);spur;157;170;380;407
light_08_mouse_bite_01_2_256;(600, 600, 3);mouse_bite;45;67;550;575
light_08_mouse_bite_01_2_256;(600, 600, 3);mouse_bite;367;405;185;213
light_08_mouse_bite_01_2_256;(600, 600, 3);mouse_bite;316;343;325;345
light_07_short_05_1_256;(600, 600, 3);short;77;125;331;372
light_07_short_05_1_256;(600, 600, 3);short;227;292;319;359
light_07_short_05_1_256;(600, 600, 3);short;190;242;236;277
light_07_missing_hole_03_5_256;(600, 600, 3);missing_hole;424;465;70;113
light_07_missing_hole_03_5_256;(600, 600, 3);missing_hole;113;152;194;231
light_07_missing_hole_03_5_256;(600, 600, 3);missing_hole;1;27;336;380
rotation_90_light_12_spurious_copper_07_2_600;(600, 600, 3);spurious_copper;565;595;318;336
rotation_90_light_12_spurious_copper_07_2_600;(600, 600, 3);spurious_copper;480;499;155;195
light_08_spurious_copper_09_2_256;(600, 600, 3);spurious_copper;371;396;1;28
light_01_short_09_2_256;(600, 600, 3);short;582;599;392;430
light_01_short_09_2_256;(600, 600, 3);short;507;545;467;502
light_01_short_09_2_256;(600, 600, 3);short;309;348;196;232
light_01_short_09_2_256;(600, 600, 3);short;376;405;176;207
rotation_270_light_08_short_07_4_600;(601, 601, 3);short;481;506;516;544
rotation_270_light_08_short_07_4_600;(601, 601, 3);short;312;351;406;461
rotation_270_light_08_short_07_4_600;(601, 601, 3);short;272;305;567;599
light_06_open_circuit_07_2_256;(600, 600, 3);open_circuit;517;529;59;78
rotation_90_light_09_spur_03_4_600;(600, 600, 3);spur;166;203;391;409
rotation_90_light_09_spur_03_4_600;(600, 600, 3);spur;77;108;243;265
l_light_11_missing_hole_09_4_600;(600, 600, 3);missing_hole;165;202;380;416
l_light_10_mouse_bite_05_3_600;(600, 600, 3);mouse_bite;63;108;202;240
l_light_10_mouse_bite_05_3_600;(600, 600, 3);mouse_bite;470;501;242;274
l_light_10_mouse_bite_05_3_600;(600, 600, 3);mouse_bite;313;350;518;561
l_light_08_mouse_bite_08_2_600;(600, 600, 3);mouse_bite;585;599;205;231
l_light_08_mouse_bite_08_2_600;(600, 600, 3);mouse_bite;287;309;19;47
light_12_spur_01_5_256;(600, 600, 3);spur;469;491;1;24
light_12_spur_01_5_256;(600, 600, 3);spur;219;261;91;113
light_12_spur_01_5_256;(600, 600, 3);spur;503;547;286;304
light_12_spur_01_5_256;(600, 600, 3);spur;468;509;521;537
light_12_spur_01_5_256;(600, 600, 3);spur;152;198;439;458
rotation_270_light_09_missing_hole_08_2_600;(601, 601, 3);missing_hole;460;486;82;108
rotation_270_light_09_missing_hole_08_2_600;(601, 601, 3);missing_hole;301;328;120;143
light_12_short_08_5_256;(600, 600, 3);short;288;309;231;253
light_04_spurious_copper_18_1_256;(600, 600, 3);spurious_copper;213;229;256;299
light_04_spurious_copper_18_1_256;(600, 600, 3);spurious_copper;251;265;337;388
light_04_spurious_copper_18_1_256;(600, 600, 3);spurious_copper;20;32;291;328
light_07_spurious_copper_07_4_256;(600, 600, 3);spurious_copper;63;86;5;64
light_07_spurious_copper_07_4_256;(600, 600, 3);spurious_copper;196;274;13;45
rotation_90_light_07_open_circuit_03_2_600;(600, 600, 3);open_circuit;100;122;60;86
rotation_270_light_05_spurious_copper_08_3_600;(601, 601, 3);spurious_copper;373;391;273;341
rotation_270_light_05_spurious_copper_08_3_600;(601, 601, 3);spurious_copper;350;366;236;303
rotation_270_light_05_spurious_copper_08_3_600;(601, 601, 3);spurious_copper;187;237;508;523
rotation_270_light_12_mouse_bite_03_3_600;(601, 601, 3);mouse_bite;440;466;159;179
rotation_270_light_12_mouse_bite_03_3_600;(601, 601, 3);mouse_bite;301;330;256;277
rotation_270_light_12_mouse_bite_03_3_600;(601, 601, 3);mouse_bite;356;389;500;520
rotation_270_light_12_mouse_bite_03_3_600;(601, 601, 3);mouse_bite;91;109;307;336
rotation_270_light_09_open_circuit_07_2_600;(601, 601, 3);open_circuit;101;121;342;358
rotation_90_light_12_open_circuit_09_5_600;(600, 600, 3);open_circuit;372;390;4;21
rotation_90_light_12_open_circuit_09_5_600;(600, 600, 3);open_circuit;407;424;546;568
rotation_90_light_12_open_circuit_09_5_600;(600, 600, 3);open_circuit;71;88;525;546
light_11_open_circuit_07_5_256;(600, 600, 3);open_circuit;252;280;39;61
light_11_open_circuit_07_5_256;(600, 600, 3);open_circuit;219;252;109;127
light_11_open_circuit_07_5_256;(600, 600, 3);open_circuit;131;147;185;209
light_11_open_circuit_07_5_256;(600, 600, 3);open_circuit;323;343;335;355
light_11_open_circuit_07_5_256;(600, 600, 3);open_circuit;383;406;421;449
rotation_90_light_04_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;329;354;513;534
l_light_07_missing_hole_02_4_600;(600, 600, 3);missing_hole;172;205;338;382
l_light_07_missing_hole_02_4_600;(600, 600, 3);missing_hole;352;386;554;599
l_light_06_short_09_3_600;(600, 600, 3);short;435;465;6;31
l_light_11_short_10_1_600;(600, 600, 3);short;480;527;157;188
l_light_11_short_10_1_600;(600, 600, 3);short;434;508;298;333
l_light_11_short_10_1_600;(600, 600, 3);short;264;312;387;427
l_light_11_short_10_1_600;(600, 600, 3);short;378;410;478;516
l_light_01_spur_01_2_600;(600, 600, 3);spur;256;273;509;528
rotation_270_light_06_spurious_copper_09_3_600;(601, 601, 3);spurious_copper;329;345;9;49
l_light_01_missing_hole_01_2_600;(600, 600, 3);missing_hole;362;402;12;49
l_light_01_missing_hole_01_2_600;(600, 600, 3);missing_hole;433;476;302;338
rotation_90_light_04_open_circuit_18_2_600;(600, 600, 3);open_circuit;37;62;416;439
rotation_90_light_12_missing_hole_08_2_600;(600, 600, 3);missing_hole;13;32;428;449
rotation_90_light_12_missing_hole_08_2_600;(600, 600, 3);missing_hole;373;400;255;280
l_light_11_short_03_5_600;(600, 600, 3);short;177;216;320;353
l_light_11_short_03_5_600;(600, 600, 3);short;337;376;293;340
l_light_11_short_03_5_600;(600, 600, 3);short;23;70;415;444
l_light_11_short_03_5_600;(600, 600, 3);short;58;111;181;224
light_08_spur_06_4_256;(600, 600, 3);spur;114;143;138;163
light_08_spur_06_4_256;(600, 600, 3);spur;111;160;441;464
rotation_90_light_05_mouse_bite_04_4_600;(600, 600, 3);mouse_bite;1;26;427;454
rotation_90_light_05_mouse_bite_04_4_600;(600, 600, 3);mouse_bite;367;387;194;217
rotation_90_light_05_mouse_bite_04_4_600;(600, 600, 3);mouse_bite;390;410;460;482
l_light_07_spurious_copper_01_4_600;(600, 600, 3);spurious_copper;56;116;122;144
light_11_spur_03_1_256;(600, 600, 3);spur;342;394;265;301
light_11_spur_03_1_256;(600, 600, 3);spur;537;584;490;516
light_01_open_circuit_17_2_256;(600, 600, 3);open_circuit;325;343;56;72
light_01_open_circuit_17_2_256;(600, 600, 3);open_circuit;218;234;304;324
light_01_open_circuit_17_2_256;(600, 600, 3);open_circuit;37;52;152;167
light_09_short_07_4_256;(600, 600, 3);short;97;133;62;88
light_09_short_07_4_256;(600, 600, 3);short;16;74;132;155
light_09_short_07_4_256;(600, 600, 3);short;564;592;430;453
rotation_270_light_01_missing_hole_07_2_600;(601, 601, 3);missing_hole;551;584;440;475
rotation_270_light_01_missing_hole_07_2_600;(601, 601, 3);missing_hole;92;142;222;271
l_light_04_spur_06_4_600;(600, 600, 3);spur;463;483;357;396
l_light_04_spur_06_4_600;(600, 600, 3);spur;159;179;568;596
rotation_270_light_11_spurious_copper_05_3_600;(601, 601, 3);spurious_copper;408;446;204;238
rotation_270_light_11_spurious_copper_05_3_600;(601, 601, 3);spurious_copper;96;115;100;148
rotation_270_light_11_spurious_copper_05_3_600;(601, 601, 3);spurious_copper;33;63;196;228
rotation_90_light_04_mouse_bite_03_3_600;(600, 600, 3);mouse_bite;150;178;25;45
rotation_90_light_04_mouse_bite_03_3_600;(600, 600, 3);mouse_bite;1;18;431;452
l_light_05_mouse_bite_02_1_600;(600, 600, 3);mouse_bite;318;352;267;287
l_light_05_mouse_bite_02_1_600;(600, 600, 3);mouse_bite;565;585;319;352
rotation_270_light_01_spurious_copper_17_2_600;(601, 601, 3);spurious_copper;167;233;467;500
light_01_open_circuit_09_2_256;(600, 600, 3);open_circuit;253;272;181;202
l_light_06_mouse_bite_09_3_600;(600, 600, 3);mouse_bite;30;45;105;139
l_light_06_mouse_bite_09_3_600;(600, 600, 3);mouse_bite;100;119;345;386
rotation_90_light_10_mouse_bite_03_1_600;(600, 600, 3);mouse_bite;211;257;89;123
l_light_06_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;165;222;6;23
l_light_06_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;310;326;1;25
light_12_short_10_1_256;(600, 600, 3);short;501;525;431;455
light_12_short_10_1_256;(600, 600, 3);short;546;574;303;323
light_11_spurious_copper_06_2_256;(600, 600, 3);spurious_copper;335;383;129;150
l_light_11_open_circuit_06_3_600;(600, 600, 3);open_circuit;1;16;535;556
rotation_90_light_12_missing_hole_06_2_600;(600, 600, 3);missing_hole;1;25;112;132
rotation_90_light_12_missing_hole_06_2_600;(600, 600, 3);missing_hole;179;204;133;154
rotation_90_light_12_missing_hole_06_2_600;(600, 600, 3);missing_hole;33;55;426;450
rotation_270_light_01_spurious_copper_04_3_600;(601, 601, 3);spurious_copper;1;22;352;410
rotation_270_light_08_short_07_2_600;(601, 601, 3);short;281;306;176;204
rotation_270_light_08_short_07_2_600;(601, 601, 3);short;112;151;66;121
rotation_270_light_08_short_07_2_600;(601, 601, 3);short;72;105;227;275
rotation_270_light_12_missing_hole_03_2_600;(601, 601, 3);missing_hole;543;566;150;175
rotation_270_light_12_missing_hole_03_2_600;(601, 601, 3);missing_hole;421;456;103;131
rotation_270_light_12_missing_hole_03_2_600;(601, 601, 3);missing_hole;200;226;388;414
rotation_270_light_12_missing_hole_03_2_600;(601, 601, 3);missing_hole;300;324;60;88
rotation_270_light_07_mouse_bite_05_3_600;(601, 601, 3);mouse_bite;118;142;173;213
rotation_270_light_01_missing_hole_08_3_600;(601, 601, 3);missing_hole;516;558;427;464
rotation_270_light_01_missing_hole_08_3_600;(601, 601, 3);missing_hole;123;156;352;391
rotation_270_light_08_spur_10_1_600;(601, 601, 3);spur;3;23;325;366
rotation_90_light_09_spur_05_2_600;(600, 600, 3);spur;115;144;91;109
l_light_07_missing_hole_06_2_600;(600, 600, 3);missing_hole;1;20;172;216
l_light_11_spurious_copper_09_1_600;(600, 600, 3);spurious_copper;346;400;259;280
l_light_11_spurious_copper_09_1_600;(600, 600, 3);spurious_copper;388;414;384;411
light_04_missing_hole_09_1_256;(600, 600, 3);missing_hole;478;498;532;559
light_04_missing_hole_09_1_256;(600, 600, 3);missing_hole;291;311;571;599
rotation_270_light_10_spurious_copper_04_2_600;(601, 601, 3);spurious_copper;436;478;302;322
rotation_270_light_10_spurious_copper_04_2_600;(601, 601, 3);spurious_copper;469;505;417;442
rotation_270_light_10_spurious_copper_04_2_600;(601, 601, 3);spurious_copper;259;295;471;489
l_light_12_mouse_bite_06_3_600;(600, 600, 3);mouse_bite;213;232;358;385
l_light_12_mouse_bite_06_3_600;(600, 600, 3);mouse_bite;376;395;217;245
l_light_12_mouse_bite_06_3_600;(600, 600, 3);mouse_bite;315;333;576;599
rotation_270_light_06_mouse_bite_04_1_600;(601, 601, 3);mouse_bite;321;337;529;562
rotation_270_light_06_mouse_bite_04_1_600;(601, 601, 3);mouse_bite;12;43;406;421
rotation_270_light_06_mouse_bite_04_1_600;(601, 601, 3);mouse_bite;124;138;399;425
light_11_spur_04_3_256;(600, 600, 3);spur;17;58;298;330
light_11_spur_04_3_256;(600, 600, 3);spur;254;276;477;521
rotation_90_light_07_open_circuit_02_4_600;(600, 600, 3);open_circuit;51;77;565;589
rotation_90_light_07_open_circuit_02_4_600;(600, 600, 3);open_circuit;31;59;349;374
rotation_270_light_12_open_circuit_07_4_600;(601, 601, 3);open_circuit;507;526;536;555
rotation_270_light_12_open_circuit_07_4_600;(601, 601, 3);open_circuit;192;211;516;534
