Index;file;width;height;depth;class;xmin;ymin;xmax;ymax
3182;light_09_mouse_bite_02_3_600;600;600;3;mouse_bite;31;202;58;235
3183;light_09_mouse_bite_02_3_600;600;600;3;mouse_bite;219;519;236;550
3184;light_09_mouse_bite_02_3_600;600;600;3;mouse_bite;261;82;282;112
3185;light_09_mouse_bite_02_4_600;600;600;3;mouse_bite;219;119;236;150
3186;light_09_mouse_bite_02_4_600;600;600;3;mouse_bite;278;361;309;377
3187;light_09_mouse_bite_02_5_600;600;600;3;mouse_bite;374;2;401;35
3188;light_09_mouse_bite_02_5_600;600;600;3;mouse_bite;212;200;242;219
3189;light_09_mouse_bite_02_5_600;600;600;3;mouse_bite;562;319;579;350
3190;light_09_mouse_bite_03_1_600;600;600;3;mouse_bite;359;325;386;355
3191;light_09_mouse_bite_03_1_600;600;600;3;mouse_bite;428;520;443;539
3192;light_09_mouse_bite_03_2_600;600;600;3;mouse_bite;225;220;260;241
3193;light_09_mouse_bite_03_2_600;600;600;3;mouse_bite;428;120;443;139
3194;light_09_mouse_bite_03_3_600;600;600;3;mouse_bite;36;339;64;355
3195;light_09_mouse_bite_03_4_600;600;600;3;mouse_bite;32;356;67;377
3196;light_09_mouse_bite_03_5_600;600;600;3;mouse_bite;379;139;407;155
3197;light_09_mouse_bite_03_5_600;600;600;3;mouse_bite;17;125;44;155
3198;light_09_mouse_bite_03_5_600;600;600;3;mouse_bite;375;556;410;577
3199;light_09_mouse_bite_03_5_600;600;600;3;mouse_bite;86;320;101;339
3200;light_09_mouse_bite_04_1_600;600;600;3;mouse_bite;523;333;541;362
3201;light_09_mouse_bite_04_1_600;600;600;3;mouse_bite;526;519;542;540
3202;light_09_mouse_bite_04_1_600;600;600;3;mouse_bite;300;194;322;222
3203;light_09_mouse_bite_04_2_600;600;600;3;mouse_bite;526;119;542;140
3204;light_09_mouse_bite_04_3_600;600;600;3;mouse_bite;67;234;89;266
3205;light_09_mouse_bite_04_3_600;600;600;3;mouse_bite;370;224;392;245
3206;light_09_mouse_bite_04_4_600;600;600;3;mouse_bite;410;34;432;66
3207;light_09_mouse_bite_04_4_600;600;600;3;mouse_bite;181;133;199;162
3208;light_09_mouse_bite_04_4_600;600;600;3;mouse_bite;184;319;200;340
3209;light_09_mouse_bite_05_1_600;600;600;3;mouse_bite;368;118;384;148
3210;light_09_mouse_bite_05_1_600;600;600;3;mouse_bite;180;395;197;435
3211;light_09_mouse_bite_05_2_600;600;600;3;mouse_bite;180;1;197;35
3212;light_09_mouse_bite_05_3_600;600;600;3;mouse_bite;1;231;23;261
3213;light_09_mouse_bite_05_3_600;600;600;3;mouse_bite;126;475;159;491
3214;light_09_mouse_bite_05_3_600;600;600;3;mouse_bite;371;492;398;511
3215;light_09_mouse_bite_05_4_600;600;600;3;mouse_bite;126;75;159;91
3216;light_09_mouse_bite_05_4_600;600;600;3;mouse_bite;371;92;398;111
3217;light_09_mouse_bite_05_5_600;600;600;3;mouse_bite;343;31;366;61
3218;light_09_mouse_bite_05_5_600;600;600;3;mouse_bite;469;275;502;291
3219;light_09_mouse_bite_06_1_600;600;600;3;mouse_bite;458;201;477;230
3220;light_09_mouse_bite_06_1_600;600;600;3;mouse_bite;400;441;431;464
3221;light_09_mouse_bite_06_2_600;600;600;3;mouse_bite;400;41;431;64
3222;light_09_mouse_bite_06_3_600;600;600;3;mouse_bite;535;320;555;351
3223;light_09_mouse_bite_06_3_600;600;600;3;mouse_bite;385;258;416;283
3224;light_09_mouse_bite_06_4_600;600;600;3;mouse_bite;116;1;135;30
3225;light_09_mouse_bite_06_4_600;600;600;3;mouse_bite;58;241;89;264
3226;light_09_mouse_bite_06_4_600;600;600;3;mouse_bite;263;373;290;392
3227;light_09_mouse_bite_07_1_600;600;600;3;mouse_bite;524;200;549;233
3228;light_09_mouse_bite_07_1_600;600;600;3;mouse_bite;239;369;264;405
3229;light_09_mouse_bite_07_1_600;600;600;3;mouse_bite;440;420;470;443
3230;light_09_mouse_bite_07_2_600;600;600;3;mouse_bite;440;20;470;43
3231;light_09_mouse_bite_07_3_600;600;600;3;mouse_bite;88;243;107;277
3232;light_09_mouse_bite_07_4_600;600;600;3;mouse_bite;501;395;527;412
3233;light_09_mouse_bite_07_5_600;600;600;3;mouse_bite;182;1;207;33
3234;light_09_mouse_bite_07_5_600;600;600;3;mouse_bite;431;43;450;77
3235;light_09_mouse_bite_07_5_600;600;600;3;mouse_bite;98;220;128;243
3236;light_09_mouse_bite_08_2_600;600;600;3;mouse_bite;264;190;283;216
3237;light_09_mouse_bite_08_3_600;600;600;3;mouse_bite;1;201;20;229
3238;light_09_mouse_bite_08_3_600;600;600;3;mouse_bite;171;460;202;479
3239;light_09_mouse_bite_08_3_600;600;600;3;mouse_bite;514;467;543;495
3240;light_09_mouse_bite_08_3_600;600;600;3;mouse_bite;442;295;474;313
3241;light_09_mouse_bite_08_4_600;600;600;3;mouse_bite;171;60;202;79
3242;light_09_mouse_bite_08_4_600;600;600;3;mouse_bite;514;67;543;95
3243;light_09_mouse_bite_08_5_600;600;600;3;mouse_bite;344;1;363;29
3244;light_09_mouse_bite_08_5_600;600;600;3;mouse_bite;514;260;545;279
3245;light_09_mouse_bite_09_1_600;600;600;3;mouse_bite;437;259;462;282
3246;light_09_mouse_bite_09_1_600;600;600;3;mouse_bite;270;233;303;263
3247;light_09_mouse_bite_09_2_600;600;600;3;mouse_bite;84;472;119;489
3248;light_09_mouse_bite_09_2_600;600;600;3;mouse_bite;179;153;215;172
3249;light_09_mouse_bite_09_3_600;600;600;3;mouse_bite;84;72;119;89
3250;light_09_mouse_bite_09_4_600;600;600;3;mouse_bite;95;59;120;82
3251;light_09_mouse_bite_09_4_600;600;600;3;mouse_bite;427;272;462;289
3252;light_09_mouse_bite_09_4_600;600;600;3;mouse_bite;261;493;301;513
3253;light_09_mouse_bite_10_1_600;600;600;3;mouse_bite;474;258;501;279
3254;light_09_mouse_bite_10_1_600;600;600;3;mouse_bite;520;331;545;362
3255;light_09_mouse_bite_10_1_600;600;600;3;mouse_bite;265;516;291;544
3256;light_09_mouse_bite_10_2_600;600;600;3;mouse_bite;265;116;291;144
3257;light_09_mouse_bite_10_3_600;600;600;3;mouse_bite;5;135;29;166
3258;light_09_mouse_bite_10_3_600;600;600;3;mouse_bite;290;447;331;468
3259;light_09_mouse_bite_10_4_600;600;600;3;mouse_bite;290;47;331;68
3260;light_09_mouse_bite_10_5_600;600;600;3;mouse_bite;132;58;159;79
3261;light_09_mouse_bite_10_5_600;600;600;3;mouse_bite;178;131;203;162
3262;light_09_open_circuit_01_1_600;600;600;3;open_circuit;560;212;576;231
3263;light_09_open_circuit_01_1_600;600;600;3;open_circuit;385;442;402;458
3264;light_09_open_circuit_01_2_600;600;600;3;open_circuit;385;42;402;58
3265;light_09_open_circuit_01_2_600;600;600;3;open_circuit;586;355;599;378
3266;light_09_open_circuit_01_3_600;600;600;3;open_circuit;340;486;358;504
3267;light_09_open_circuit_01_4_600;600;600;3;open_circuit;340;86;358;104
3268;light_09_open_circuit_01_4_600;600;600;3;open_circuit;165;268;178;286
3269;light_09_open_circuit_01_5_600;600;600;3;open_circuit;218;12;234;31
3270;light_09_open_circuit_01_5_600;600;600;3;open_circuit;43;242;60;258
3271;light_09_open_circuit_01_5_600;600;600;3;open_circuit;244;555;268;578
3272;light_09_open_circuit_01_5_600;600;600;3;open_circuit;508;468;521;486
3273;light_09_open_circuit_02_1_600;600;600;3;open_circuit;462;199;481;216
3274;light_09_open_circuit_02_1_600;600;600;3;open_circuit;456;421;479;439
3275;light_09_open_circuit_02_2_600;600;600;3;open_circuit;456;21;479;39
3276;light_09_open_circuit_02_3_600;600;600;3;open_circuit;115;134;130;145
3277;light_09_open_circuit_02_3_600;600;600;3;open_circuit;86;472;101;488
3278;light_09_open_circuit_02_3_600;600;600;3;open_circuit;165;549;179;566
3279;light_09_open_circuit_02_3_600;600;600;3;open_circuit;514;453;534;488
3280;light_09_open_circuit_02_4_600;600;600;3;open_circuit;86;72;101;88
3281;light_09_open_circuit_02_4_600;600;600;3;open_circuit;165;149;179;166
3282;light_09_open_circuit_02_4_600;600;600;3;open_circuit;514;53;534;88
3283;light_09_open_circuit_02_5_600;600;600;3;open_circuit;114;221;137;239
3284;light_09_open_circuit_02_5_600;600;600;3;open_circuit;429;272;444;288
3285;light_09_open_circuit_02_5_600;600;600;3;open_circuit;508;349;522;366
3286;light_09_open_circuit_03_1_600;600;600;3;open_circuit;245;376;263;405
3287;light_09_open_circuit_03_2_600;600;600;3;open_circuit;301;355;318;378
3288;light_09_open_circuit_03_3_600;600;600;3;open_circuit;341;483;357;501
3289;light_09_open_circuit_03_3_600;600;600;3;open_circuit;236;529;252;547
3290;light_09_open_circuit_03_4_600;600;600;3;open_circuit;341;83;357;101
3291;light_09_open_circuit_03_4_600;600;600;3;open_circuit;236;129;252;147
3292;light_09_open_circuit_03_4_600;600;600;3;open_circuit;292;286;314;301
3293;light_09_open_circuit_03_5_600;600;600;3;open_circuit;579;329;595;347
3294;light_09_open_circuit_04_1_600;600;600;3;open_circuit;528;340;542;357
3295;light_09_open_circuit_04_1_600;600;600;3;open_circuit;364;522;382;538
3296;light_09_open_circuit_04_2_600;600;600;3;open_circuit;364;122;382;138
3297;light_09_open_circuit_04_3_600;600;600;3;open_circuit;278;360;309;383
3298;light_09_open_circuit_04_3_600;600;600;3;open_circuit;179;278;193;297
3299;light_09_open_circuit_04_4_600;600;600;3;open_circuit;186;140;200;157
3300;light_09_open_circuit_04_4_600;600;600;3;open_circuit;313;323;331;342
3301;light_09_open_circuit_04_4_600;600;600;3;open_circuit;22;322;40;338
3302;light_09_open_circuit_04_4_600;600;600;3;open_circuit;522;78;536;97
3303;light_09_open_circuit_05_1_600;600;600;3;open_circuit;555;201;581;227
3304;light_09_open_circuit_05_2_600;600;600;3;open_circuit;246;142;265;159
3305;light_09_open_circuit_05_2_600;600;600;3;open_circuit;340;478;358;497
3306;light_09_open_circuit_05_2_600;600;600;3;open_circuit;90;473;106;489
3307;light_09_open_circuit_05_2_600;600;600;3;open_circuit;70;522;84;538
3308;light_09_open_circuit_05_3_600;600;600;3;open_circuit;340;78;358;97
3309;light_09_open_circuit_05_3_600;600;600;3;open_circuit;90;73;106;89
3310;light_09_open_circuit_05_3_600;600;600;3;open_circuit;70;122;84;138
3311;light_09_open_circuit_05_4_600;600;600;3;open_circuit;213;1;239;27
3312;light_09_open_circuit_05_4_600;600;600;3;open_circuit;433;273;449;289
3313;light_09_open_circuit_05_4_600;600;600;3;open_circuit;413;322;427;338
3314;light_09_open_circuit_06_1_600;600;600;3;open_circuit;555;402;580;420
3315;light_09_open_circuit_06_1_600;600;600;3;open_circuit;492;523;510;537
3316;light_09_open_circuit_06_2_600;600;600;3;open_circuit;555;2;580;20
3317;light_09_open_circuit_06_2_600;600;600;3;open_circuit;492;123;510;137
3318;light_09_open_circuit_06_3_600;600;600;3;open_circuit;391;265;409;286
3319;light_09_open_circuit_06_4_600;600;600;3;open_circuit;66;198;81;214
3320;light_09_open_circuit_06_5_600;600;600;3;open_circuit;305;141;327;155
3321;light_09_open_circuit_06_5_600;600;600;3;open_circuit;213;202;238;220
3322;light_09_open_circuit_06_5_600;600;600;3;open_circuit;150;323;168;337
3323;light_09_open_circuit_06_5_600;600;600;3;open_circuit;409;398;424;414
3324;light_09_open_circuit_07_1_600;600;600;3;open_circuit;163;380;192;403
3325;light_09_open_circuit_07_2_600;600;600;3;open_circuit;342;479;357;498
3326;light_09_open_circuit_07_3_600;600;600;3;open_circuit;162;285;183;303
3327;light_09_open_circuit_07_3_600;600;600;3;open_circuit;342;79;357;98
3328;light_09_open_circuit_07_3_600;600;600;3;open_circuit;378;438;397;455
3329;light_09_open_circuit_07_3_600;600;600;3;open_circuit;433;326;451;341
3330;light_09_open_circuit_07_4_600;600;600;3;open_circuit;505;485;526;503
3331;light_09_open_circuit_08_1_600;600;600;3;open_circuit;403;264;421;279
3332;light_09_open_circuit_08_2_600;600;600;3;open_circuit;70;523;89;538
3333;light_09_open_circuit_08_2_600;600;600;3;open_circuit;356;551;370;567
3334;light_09_open_circuit_08_2_600;600;600;3;open_circuit;89;258;106;275
3335;light_09_open_circuit_08_2_600;600;600;3;open_circuit;233;87;251;111
3336;light_09_open_circuit_08_3_600;600;600;3;open_circuit;70;123;89;138
3337;light_09_open_circuit_08_3_600;600;600;3;open_circuit;356;151;370;167
3338;light_09_open_circuit_08_4_600;600;600;3;open_circuit;61;64;79;79
3339;light_09_open_circuit_08_4_600;600;600;3;open_circuit;413;323;432;338
3340;light_09_open_circuit_08_4_600;600;600;3;open_circuit;432;58;449;75
3341;light_09_open_circuit_09_1_600;600;600;3;open_circuit;359;419;386;434
3342;light_09_open_circuit_09_1_600;600;600;3;open_circuit;527;522;544;537
3343;light_09_open_circuit_09_2_600;600;600;3;open_circuit;359;19;386;34
3344;light_09_open_circuit_09_2_600;600;600;3;open_circuit;527;122;544;137
3345;light_09_open_circuit_09_3_600;600;600;3;open_circuit;67;122;89;135
3346;light_09_open_circuit_09_3_600;600;600;3;open_circuit;374;496;394;510
3347;light_09_open_circuit_09_4_600;600;600;3;open_circuit;374;96;394;110
3348;light_09_open_circuit_09_5_600;600;600;3;open_circuit;281;27;299;44
3349;light_09_open_circuit_09_5_600;600;600;3;open_circuit;17;219;44;234
3350;light_09_open_circuit_09_5_600;600;600;3;open_circuit;185;322;202;337
3351;light_09_open_circuit_10_1_600;600;600;3;open_circuit;525;268;545;290
3352;light_09_open_circuit_10_2_600;600;600;3;open_circuit;69;252;85;270
3353;light_09_open_circuit_10_2_600;600;600;3;open_circuit;286;361;314;383
3354;light_09_open_circuit_10_3_600;600;600;3;open_circuit;250;16;267;37
3355;light_09_open_circuit_10_3_600;600;600;3;open_circuit;412;52;428;70
3356;light_09_open_circuit_10_3_600;600;600;3;open_circuit;183;68;203;90
3357;light_09_open_circuit_10_3_600;600;600;3;open_circuit;266;493;290;510
3358;light_09_short_01_1_600;600;600;3;short;311;261;348;294
3359;light_09_short_01_1_600;600;600;3;short;524;504;577;537
3360;light_09_short_01_2_600;600;600;3;short;524;104;577;137
3361;light_09_short_01_3_600;600;600;3;short;340;568;370;595
3362;light_09_short_01_4_600;600;600;3;short;340;168;370;195
3363;light_09_short_01_4_600;600;600;3;short;133;264;183;292
3364;light_09_short_01_5_600;600;600;3;short;280;1;333;33
3365;light_09_short_01_5_600;600;600;3;short;182;304;235;337
3366;light_09_short_01_5_600;600;600;3;short;476;464;526;492
3367;light_09_short_02_1_600;600;600;3;short;332;202;380;226
3368;light_09_short_02_1_600;600;600;3;short;359;409;411;434
3369;light_09_short_02_2_600;600;600;3;short;359;9;411;34
3370;light_09_short_02_3_600;600;600;3;short;219;556;253;582
3371;light_09_short_02_3_600;600;600;3;short;170;446;200;470
3372;light_09_short_02_3_600;600;600;3;short;90;233;132;261
3373;light_09_short_02_4_600;600;600;3;short;219;156;253;182
3374;light_09_short_02_4_600;600;600;3;short;170;46;200;70
3375;light_09_short_02_5_600;600;600;3;short;1;2;38;26
3376;light_09_short_02_5_600;600;600;3;short;17;209;69;234
3377;light_09_short_02_5_600;600;600;3;short;562;356;596;382
3378;light_09_short_02_5_600;600;600;3;short;513;246;543;270
3379;light_09_short_02_5_600;600;600;3;short;433;33;475;61
3380;light_09_short_03_1_600;600;600;3;short;534;419;563;462
3381;light_09_short_03_2_600;600;600;3;short;534;19;563;62
3382;light_09_short_03_3_600;600;600;3;short;155;461;184;489
3383;light_09_short_03_3_600;600;600;3;short;341;511;373;533
3384;light_09_short_03_4_600;600;600;3;short;155;61;184;89
3385;light_09_short_03_4_600;600;600;3;short;341;111;373;133
3386;light_09_short_03_4_600;600;600;3;short;99;250;151;277
3387;light_09_short_03_4_600;600;600;3;short;197;265;234;291
3388;light_09_short_03_5_600;600;600;3;short;192;219;221;262
3389;light_09_short_03_5_600;600;600;3;short;498;261;527;289
3390;light_09_short_03_5_600;600;600;3;short;442;450;494;477
3391;light_09_short_03_5_600;600;600;3;short;540;465;577;491
3392;light_09_short_04_1_600;600;600;3;short;202;67;251;94
3393;light_09_short_04_1_600;600;600;3;short;45;120;75;147
3394;light_09_short_04_1_600;600;600;3;short;67;249;104;279
3395;light_09_short_04_1_600;600;600;3;short;340;579;370;599
3396;light_09_short_04_1_600;600;600;3;short;220;524;251;552
3397;light_09_short_04_2_600;600;600;3;short;340;179;370;206
3398;light_09_short_04_2_600;600;600;3;short;220;124;251;152
3399;light_09_short_04_3_600;600;600;3;short;410;49;447;79
3400;light_09_short_04_3_600;600;600;3;short;563;324;594;352
3401;light_09_short_05_1_600;600;600;3;short;498;267;534;294
3402;light_09_short_05_1_600;600;600;3;short;356;406;423;432
3403;light_09_short_05_1_600;600;600;3;short;559;406;584;435
3404;light_09_short_05_2_600;600;600;3;short;356;6;423;32
3405;light_09_short_05_2_600;600;600;3;short;559;6;584;35
3406;light_09_short_05_3_600;600;600;3;short;4;223;51;253
3407;light_09_short_05_3_600;600;600;3;short;151;459;181;489
3408;light_09_short_05_4_600;600;600;3;short;151;59;181;89
3409;light_09_short_05_5_600;600;600;3;short;347;23;394;53
3410;light_09_short_05_5_600;600;600;3;short;156;67;192;94
3411;light_09_short_05_5_600;600;600;3;short;14;206;81;232
3412;light_09_short_05_5_600;600;600;3;short;217;206;242;235
3413;light_09_short_05_5_600;600;600;3;short;494;259;524;289
3414;light_09_short_06_1_600;600;600;3;short;554;377;588;420
3415;light_09_short_06_1_600;600;600;3;short;301;522;348;540
3416;light_09_short_06_2_600;600;600;3;short;554;1;588;20
3417;light_09_short_06_2_600;600;600;3;short;301;122;348;140
3418;light_09_short_06_3_600;600;600;3;short;195;460;221;489
3419;light_09_short_06_3_600;600;600;3;short;358;449;383;476
3420;light_09_short_06_4_600;600;600;3;short;195;60;221;89
3421;light_09_short_06_4_600;600;600;3;short;129;278;181;307
3422;light_09_short_06_4_600;600;600;3;short;358;49;383;76
3423;light_09_short_06_5_600;600;600;3;short;212;177;246;220
3424;light_09_short_06_5_600;600;600;3;short;538;260;564;289
3425;light_09_short_06_5_600;600;600;3;short;472;478;524;507
3426;light_09_short_07_1_600;600;600;3;short;439;262;475;288
3427;light_09_short_07_1_600;600;600;3;short;358;332;416;355
3428;light_09_short_07_2_600;600;600;3;short;340;507;370;530
3429;light_09_short_07_2_600;600;600;3;short;166;121;196;146
3430;light_09_short_07_3_600;600;600;3;short;221;230;249;253
3431;light_09_short_07_3_600;600;600;3;short;340;107;370;130
3432;light_09_short_07_4_600;600;600;3;short;97;62;133;88
3433;light_09_short_07_4_600;600;600;3;short;16;132;74;155
3434;light_09_short_07_4_600;600;600;3;short;564;430;592;453
3435;light_09_short_08_1_600;600;600;3;short;447;420;476;458
3436;light_09_short_08_2_600;600;600;3;short;447;20;476;58
3437;light_09_short_08_3_600;600;600;3;short;147;462;174;489
3438;light_09_short_08_3_600;600;600;3;short;221;538;253;564
3439;light_09_short_08_3_600;600;600;3;short;59;573;88;599
3440;light_09_short_08_4_600;600;600;3;short;147;62;174;89
3441;light_09_short_08_4_600;600;600;3;short;221;138;253;164
3442;light_09_short_08_4_600;600;600;3;short;130;254;184;281
3443;light_09_short_08_4_600;600;600;3;short;59;173;88;212
3444;light_09_short_08_5_600;600;600;3;short;105;220;134;258
3445;light_09_short_08_5_600;600;600;3;short;490;262;517;289
3446;light_09_short_08_5_600;600;600;3;short;564;338;596;364
3447;light_09_short_08_5_600;600;600;3;short;473;454;527;481
3448;light_09_short_08_5_600;600;600;3;short;402;373;431;412
3449;light_09_short_09_1_600;600;600;3;short;527;188;577;212
3450;light_09_short_09_1_600;600;600;3;short;562;379;589;416
3451;light_09_short_09_1_600;600;600;3;short;268;520;315;538
3452;light_09_short_09_2_600;600;600;3;short;268;120;315;138
3453;light_09_short_09_3_600;600;600;3;short;153;148;174;163
3454;light_09_short_09_4_600;600;600;3;short;220;179;247;216
3455;light_09_short_09_4_600;600;600;3;short;269;378;298;408
3456;light_09_short_10_1_600;600;600;3;short;234;85;283;115
3457;light_09_short_10_1_600;600;600;3;short;113;144;139;167
3458;light_09_short_10_1_600;600;600;3;short;197;447;225;473
3459;light_09_short_10_1_600;600;600;3;short;343;514;369;537
3460;light_09_short_10_2_600;600;600;3;short;197;47;225;73
3461;light_09_short_10_2_600;600;600;3;short;343;114;369;137
3462;light_09_short_10_3_600;600;600;3;short;276;6;335;34
3463;light_09_short_10_3_600;600;600;3;short;540;247;568;273
3464;light_09_spurious_copper_01_1_600;600;600;3;spurious_copper;375;192;400;231
3465;light_09_spurious_copper_01_3_600;600;600;3;spurious_copper;322;480;344;526
3466;light_09_spurious_copper_01_3_600;600;600;3;spurious_copper;485;378;512;429
3467;light_09_spurious_copper_01_3_600;600;600;3;spurious_copper;212;76;231;118
3468;light_09_spurious_copper_01_4_600;600;600;3;spurious_copper;322;80;344;126
3469;light_09_spurious_copper_01_4_600;600;600;3;spurious_copper;485;1;512;29
3470;light_09_spurious_copper_01_5_600;600;600;3;spurious_copper;258;274;313;299
3471;light_09_spurious_copper_01_5_600;600;600;3;spurious_copper;33;1;58;31
3472;light_09_spurious_copper_02_1_600;600;600;3;spurious_copper;440;407;495;428
3473;light_09_spurious_copper_02_2_600;600;600;3;spurious_copper;440;7;495;28
3474;light_09_spurious_copper_02_2_600;600;600;3;spurious_copper;291;321;319;348
3475;light_09_spurious_copper_02_2_600;600;600;3;spurious_copper;148;367;195;389
3476;light_09_spurious_copper_02_3_600;600;600;3;spurious_copper;173;255;196;306
3477;light_09_spurious_copper_02_4_600;600;600;3;spurious_copper;258;1;281;31
3478;light_09_spurious_copper_02_4_600;600;600;3;spurious_copper;98;207;153;228
3479;light_09_spurious_copper_02_4_600;600;600;3;spurious_copper;516;455;539;506
3480;light_09_spurious_copper_03_1_600;600;600;3;spurious_copper;46;193;71;242
3481;light_09_spurious_copper_03_1_600;600;600;3;spurious_copper;494;372;531;414
3482;light_09_spurious_copper_03_1_600;600;600;3;spurious_copper;115;550;139;599
3483;light_09_spurious_copper_03_1_600;600;600;3;spurious_copper;374;236;414;257
3484;light_09_spurious_copper_03_2_600;600;600;3;spurious_copper;115;150;139;199
3485;light_09_spurious_copper_03_3_600;600;600;3;spurious_copper;299;1;320;48
3486;light_09_spurious_copper_03_3_600;600;600;3;spurious_copper;389;1;414;42
3487;light_09_spurious_copper_03_3_600;600;600;3;spurious_copper;458;350;482;399
3488;light_09_spurious_copper_04_1_600;600;600;3;spurious_copper;472;192;495;234
3489;light_09_spurious_copper_04_1_600;600;600;3;spurious_copper;260;344;285;404
3490;light_09_spurious_copper_04_3_600;600;600;3;spurious_copper;494;426;531;459
3491;light_09_spurious_copper_04_3_600;600;600;3;spurious_copper;1;453;23;476
3492;light_09_spurious_copper_04_3_600;600;600;3;spurious_copper;372;197;417;218
3493;light_09_spurious_copper_04_4_600;600;600;3;spurious_copper;494;26;531;59
3494;light_09_spurious_copper_04_4_600;600;600;3;spurious_copper;1;53;23;76
3495;light_09_spurious_copper_04_5_600;600;600;3;spurious_copper;130;1;153;34
3496;light_09_spurious_copper_04_5_600;600;600;3;spurious_copper;299;253;366;276
3497;light_09_spurious_copper_05_1_600;600;600;3;spurious_copper;377;192;395;241
3498;light_09_spurious_copper_05_1_600;600;600;3;spurious_copper;262;334;281;388
3499;light_09_spurious_copper_05_1_600;600;600;3;spurious_copper;422;337;439;385
3500;light_09_spurious_copper_05_2_600;600;600;3;spurious_copper;177;550;196;599
3501;light_09_spurious_copper_05_3_600;600;600;3;spurious_copper;177;150;196;210
3502;light_09_spurious_copper_05_3_600;600;600;3;spurious_copper;128;347;185;367
3503;light_09_spurious_copper_05_4_600;600;600;3;spurious_copper;35;1;53;41
3504;light_09_spurious_copper_05_4_600;600;600;3;spurious_copper;80;137;97;185
3505;light_09_spurious_copper_05_4_600;600;600;3;spurious_copper;520;350;539;410
3506;light_09_spurious_copper_05_4_600;600;600;3;spurious_copper;471;547;528;567
3507;light_09_spurious_copper_06_1_600;600;600;3;spurious_copper;408;197;428;244
3508;light_09_spurious_copper_06_1_600;600;600;3;spurious_copper;507;326;529;374
3509;light_09_spurious_copper_06_1_600;600;600;3;spurious_copper;395;455;449;483
3510;light_09_spurious_copper_06_2_600;600;600;3;spurious_copper;395;55;449;83
3511;light_09_spurious_copper_06_2_600;600;600;3;spurious_copper;579;301;599;323
3512;light_09_spurious_copper_06_3_600;600;600;3;spurious_copper;56;198;76;250
3513;light_09_spurious_copper_06_3_600;600;600;3;spurious_copper;251;491;269;548
3514;light_09_spurious_copper_06_4_600;600;600;3;spurious_copper;251;91;269;148
3515;light_09_spurious_copper_06_5_600;600;600;3;spurious_copper;399;1;419;50
3516;light_09_spurious_copper_06_5_600;600;600;3;spurious_copper;66;1;86;44
3517;light_09_spurious_copper_06_5_600;600;600;3;spurious_copper;165;126;187;174
3518;light_09_spurious_copper_06_5_600;600;600;3;spurious_copper;53;255;107;283
3519;light_09_spurious_copper_06_5_600;600;600;3;spurious_copper;237;501;290;523
3520;light_09_spurious_copper_07_1_600;600;600;3;spurious_copper;345;330;365;376
3521;light_09_spurious_copper_07_2_600;600;600;3;spurious_copper;286;459;345;484
3522;light_09_spurious_copper_07_2_600;600;600;3;spurious_copper;206;523;231;587
3523;light_09_spurious_copper_07_2_600;600;600;3;spurious_copper;46;558;86;579
3524;light_09_spurious_copper_07_3_600;600;600;3;spurious_copper;286;59;345;84
3525;light_09_spurious_copper_07_3_600;600;600;3;spurious_copper;206;123;231;187
3526;light_09_spurious_copper_07_3_600;600;600;3;spurious_copper;46;158;86;179
3527;light_09_spurious_copper_07_4_600;600;600;3;spurious_copper;324;2;344;45
3528;light_09_spurious_copper_07_4_600;600;600;3;spurious_copper;3;130;23;176
3529;light_09_spurious_copper_07_4_600;600;600;3;spurious_copper;549;323;574;387
3530;light_09_spurious_copper_07_4_600;600;600;3;spurious_copper;389;358;429;379
3531;light_09_spurious_copper_08_1_600;600;600;3;spurious_copper;538;384;596;413
3532;light_09_spurious_copper_08_1_600;600;600;3;spurious_copper;538;516;562;545
3533;light_09_spurious_copper_08_2_600;600;600;3;spurious_copper;538;116;562;145
3534;light_09_spurious_copper_08_3_600;600;600;3;spurious_copper;142;559;170;599
3535;light_09_spurious_copper_08_3_600;600;600;3;spurious_copper;21;428;98;459
3536;light_09_spurious_copper_08_3_600;600;600;3;spurious_copper;361;477;409;502
3537;light_09_spurious_copper_08_4_600;600;600;3;spurious_copper;142;159;170;214
3538;light_09_spurious_copper_08_4_600;600;600;3;spurious_copper;21;28;98;59
3539;light_09_spurious_copper_08_4_600;600;600;3;spurious_copper;361;77;409;102
3540;light_09_spurious_copper_08_5_600;600;600;3;spurious_copper;196;184;254;213
3541;light_09_spurious_copper_08_5_600;600;600;3;spurious_copper;485;359;513;414
3542;light_09_spurious_copper_08_5_600;600;600;3;spurious_copper;364;228;441;259
3543;light_09_spurious_copper_08_5_600;600;600;3;spurious_copper;196;316;220;345
3544;light_09_spurious_copper_09_1_600;600;600;3;spurious_copper;500;249;550;288
3545;light_09_spurious_copper_09_1_600;600;600;3;spurious_copper;510;515;530;546
3546;light_09_spurious_copper_09_1_600;600;600;3;spurious_copper;316;189;337;231
3547;light_09_spurious_copper_09_2_600;600;600;3;spurious_copper;510;115;530;146
3548;light_09_spurious_copper_09_3_600;600;600;3;spurious_copper;50;198;80;250
3549;light_09_spurious_copper_09_3_600;600;600;3;spurious_copper;489;371;526;411
3550;light_09_spurious_copper_09_5_600;600;600;3;spurious_copper;158;49;208;88
3551;light_09_spurious_copper_09_5_600;600;600;3;spurious_copper;393;1;423;50
3552;light_09_spurious_copper_09_5_600;600;600;3;spurious_copper;168;315;188;346
